Customer_Name,#Purchases,Total_Sales,Average Profit % gained,First_Purchase_Date,Latest_Purchase_Date,Products_Purchased,Location_Count,Avg_delivery_time
Lena Hernandez,15,2295.3320000000003,31.322014790495473,2014-08-19,2017-12-09,"['Imation\xa08gb Micro Traveldrive Usb 2.0\xa0Flash Drive'
 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite'
 'Hon Metal Bookcases, Gray' 'Quartet Omega Colored Chalk, 12/Pack'
 'Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack'
 'Wilson Jones Legal Size Ring Binders' 'Xerox 1884' 'Cisco SPA301'
 'Maxell 4.7GB DVD-R' 'Imation\xa030456 USB\xa0Flash Drive\xa08GB'
 'Acco Suede Grain Vinyl Round Ring Binder'
 'Tenex B1-RE Series Chair Mats for Low Pile Carpets' 'Tuf-Vin Binders'
 'Wilson Jones Hanging Recycled Pressboard Data Binders'
 'WD My Passport Ultra 2TB Portable External Hard Drive']","['Dover' 'Jonesboro' 'Elkhart' 'San Francisco' 'Park Ridge' 'Greenville'
 'Columbus' 'New York City']",4.133333333333334
Lena Radford,16,5142.892,18.772208892065578,2014-08-08,2017-12-04,"['Fellowes Superior 10 Outlet Split Surge Protector'
 'Sharp AL-1530CS Digital Copier' 'AT&T 1070 Corded Phone'
 'Dana Halogen Swing-Arm Architect Lamp'
 'Steel Personal Filing/Posting Tote'
 'Recycled Steel Personal File for Hanging File Folders'
 'Okidata C610n Printer' 'Avery Durable Binders'
 'Belkin 8 Outlet Surge Protector'
 'Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base'
 'Ultra Door Pull Handle' 'Akro Stacking Bins'
 'Cisco Unified IP Phone 7945G VoIP phone' 'Blackstonian Pencils'
 'Chromcraft Rectangular Conference Tables'
 'SpineVue Locking Slant-D Ring Binders by Cardinal']",['San Diego' 'Homestead' 'Los Angeles' 'Nashville' 'Durham'],4.25
Linda Cazamias,14,4492.946,37.04842451483405,2014-02-20,2017-11-19,"['Panasonic Kx-TS550' 'Logitech G700s Rechargeable Gaming Mouse'
 'Hon Deluxe Fabric Upholstered Stacking Chairs'
 'Lifetime Advantage Folding Chairs, 4/Carton'
 'Panasonic KX MB2061 Multifunction Printer'
 'Mitel 5320 IP Phone VoIP phone'
 'Wilson Jones Leather-Like Binders with DublLock Round Rings'
 'Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue'
 'Enermax Briskie RF Wireless Keyboard and Mouse Combo'
 'Master Caster Door Stop, Brown' 'Prang Dustless Chalk Sticks'
 'Crayola Anti Dust Chalk, 12/Pack' 'Xerox 1976'
 'Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)']","['Naperville' 'Pasadena' 'San Angelo' 'Sparks' 'Sacramento' 'Richmond'
 'New York City' 'Phoenix']",3.5714285714285716
Linda Southworth,14,2845.2700000000004,9.800323126624875,2015-04-25,2017-07-05,"['Avery 483' 'Hon GuestStacker Chair' 'Round Ring Binders'
 'Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms'
 'Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish'
 'Fellowes Strictly Business Drawer File, Letter/Legal Size'
 'Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting'
 'Cardinal HOLDit! Binder Insert Strips,Extra Strips' 'Xerox 1975'
 'Xerox 1966' 'Tuf-Vin Binders' 'Staple envelope' 'V7 USB Numeric Keypad'
 'Laser & Ink Jet Business Envelopes']","['Philadelphia' 'Denver' 'Dallas' 'San Francisco' 'Providence'
 'Los Angeles']",5.142857142857143
Lindsay Castell,7,3246.626,9.078847219008937,2015-02-23,2016-10-20,"['Aluminum Document Frame'
 'Avery Durable Slant Ring Binders With Label Holder'
 'Avery Arch Ring Binders' 'Standard Rollaway File with Lock'
 'Hoover Portapower Portable Vacuum'
 'Avery Self-Adhesive Photo Pockets for Polaroid Photos'
 'GuestStacker Chair with Chrome Finish Legs']",['Arlington' 'Tampa' 'New York City' 'San Diego'],4.714285714285714
Lindsay Shagiari,22,2988.674,12.965970249608153,2014-10-20,2017-12-10,"['Global Task Chair, Black'
 'Eldon Cleatmat Plus Chair Mats for High Pile Carpets'
 'Ibico Covers for Plastic or Wire Binding Elements'
 'GBC VeloBind Cover Sets'
 'Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer'
 'Surelock Post Binders' 'Fellowes Neat Ideas Storage Cubes'
 'Panasonic KX TS3282W Corded phone'
 '#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes'
 'Maxell\xa0LTO Ultrium - 800 GB'
 'Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany'
 'BIC Brite Liner Grip Highlighters'
 'Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base'
 'Eldon Image Series Desk Accessories, Burgundy' 'Xerox 1893'
 'Logitech Wireless Performance Mouse MX for PC and Mac'
 '24 Capacity Maxi Data Binder Racks, Pearl'
 'Wirebound Voice Message Log Book' 'Satellite Sectional Post Binders'
 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White'
 'Staple envelope' 'Avery Reinforcements for Hole-Punch Pages']","['Los Angeles' 'Omaha' 'Houston' 'New York City' 'Dallas' 'Baltimore'
 'San Francisco' 'Chicago']",4.545454545454546
Lindsay Williams,11,3230.308,41.369096113574415,2016-05-05,2017-11-27,"['Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black'
 'Telescoping Adjustable Floor Lamp'
 'Innergie mMini Combo Duo USB Travel Charging Kit' 'Motorola L804'
 'Things To Do Today Pad' 'Bretford Rectangular Conference Table Tops'
 'Logitech Wireless Headset h800' 'Tops White Computer Printout Paper'
 'Enermax Briskie RF Wireless Keyboard and Mouse Combo'
 'Global Adaptabilities Conference Tables' 'Avery Poly Binder Pockets']",['San Francisco' 'Monroe' 'Henderson'],4.545454545454546
Lisa DeCherney,7,1961.934,62.08413439498158,2014-09-29,2016-11-11,"['Eldon Image Series Desk Accessories, Ebony' 'Digium D40 VoIP phone'
 'Dual Level, Single-Width Filing Carts'
 'Seth Thomas 14"" Putty-Colored Wall Clock' 'Avery 48'
 'White Computer Printout Paper by Universal'
 'GBC VeloBinder Manual Binding System']",['San Francisco' 'Detroit' 'New York City'],4.285714285714286
Lisa Hazard,6,318.23900000000003,-9.643125461027596,2014-09-08,2017-05-05,"['JBL Micro Wireless Portable Bluetooth Speaker'
 'GBC ProClick Punch Binding System' 'Advantus Panel Wall Acrylic Frame'
 'Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2'
 'Avery Durable Slant Ring Binders, No Labels' 'Bestar Classic Bookcase']",['Columbus' 'Tyler' 'San Francisco' 'Louisville'],2.3333333333333335
Lisa Ryan,12,1879.3059999999998,14.47855289416416,2014-09-07,2017-08-20,"['GBC Wire Binding Strips' 'Samsung Galaxy Note 3' 'Angle-D Ring Binders'
 'Acme Kleencut Forged Steel Scissors'
 'Companion Letter/Legal File, Black'
 'Plantronics Encore H101 Dual Earpieces\xa0Headset'
 'Avery Address/Shipping Labels for Typewriters, 4"" x 2""'
 'Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut'
 'Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book'
 'Avery Legal 4-Ring Binder'
 'Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup'
 ""High-Back Leather Manager's Chair""]",['Philadelphia' 'San Francisco' 'Long Beach' 'Santa Clara' 'Houston'],5.25
Liz Carlisle,9,2095.064,5.52136419990604,2014-01-31,2017-11-06,"['Sauder Facets Collection Library, Sky Alder Finish' 'Newell 35'
 'Novimex Fabric Task Chair' 'Astroparche Fine Business Paper'
 'Hon Multipurpose Stacking Arm Chairs'
 'Polycom CX300 Desktop Phone USB VoIP phone'
 ""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink""
 'Acco D-Ring Binder w/DublLock' 'Linden 10"" Round Wall Clock, Black']",['Mission Viejo' 'Los Angeles' 'Richmond' 'Medina' 'Dallas'],4.333333333333333
Liz MacKendrick,7,1346.7740000000001,26.992767442802947,2014-06-27,2016-12-04,"['Fellowes Officeware Wire Shelving' 'SAFCO Commercial Wire Shelving, 72h'
 'KI Adjustable-Height Table'
 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive'
 'Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand '
 'GBC Instant Report Kit'
 'Dixon Prang Watercolor Pencils, 10-Color Set with Brush']",['Springfield' 'Southaven' 'Hot Springs' 'Auburn' 'New York City'],4.428571428571429
Liz Pelletier,9,756.606,50.828477069189034,2014-06-24,2017-11-20,"['Coloredge Poster Frame'
 'GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb'
 'Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”'
 'Avery 50'
 'Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""'
 'Magnifier Swing Arm Lamp' 'Hon Every-Day Series Multi-Task Chairs'
 'Avery Poly Binder Pockets' 'Acrylic Self-Standing Desk Frames']",['San Francisco' 'Seattle' 'Tucson'],2.888888888888889
Liz Preis,15,3653.3990000000003,16.97329211584825,2016-06-06,2017-12-21,"['Acco 6 Outlet Guardian Premium Surge Suppressor'
 'Premier Elliptical Ring Binder, Black' 'Tennsco Single-Tier Lockers'
 'Eberhard Faber 3 1/2"" Golf Pencils' 'Xerox 1900'
 'Mini 13-1/2 Capacity Data Binder Rack, Pearl'
 'Maxell\xa0LTO Ultrium - 800 GB'
 'Model L Table or Wall-Mount Pencil Sharpener' 'Xerox 220'
 'Balt Split Level Computer Training Table'
 'Acme Tagit Stainless Steel Antibacterial Scissors' 'Samsung Galaxy S4'
 'Quartet Omega Colored Chalk, 12/Pack' 'Electrix Halogen Magnifier Lamp'
 'Deflect-o EconoMat Nonstudded, No Bevel Mat']",['Murray' 'Phoenix' 'Lafayette' 'Visalia' 'Knoxville' 'Aurora' 'Fairfield'],5.4
Liz Thompson,14,2936.2520000000004,19.31387100520545,2014-06-01,2017-11-26,"['Lifetime Advantage Folding Chairs, 4/Carton' 'GBC Instant Report Kit'
 'Motorola L804' '3M Hangers With Command Adhesive' 'Adtran 1202752G1'
 'TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page'
 'Insertable Tab Indexes For Data Binders'
 'Hon Non-Folding Utility Tables'
 'Boston Home & Office Model 2000 Electric Pencil Sharpeners'
 'Deluxe Chalkboard Eraser Cleaner' 'Contemporary Wood/Metal Frame'
 'GBC Premium Transparent Covers with Diagonal Lined Pattern'
 'Cardinal Holdit Business Card Pockets'
 ""O'Sullivan Living Dimensions 3-Shelf Bookcases""]","['Lancaster' 'Bloomington' 'Columbus' 'Little Rock' 'San Antonio' 'Orange'
 'Jacksonville' 'San Diego']",3.9285714285714284
Liz Willingham,5,1259.04,37.87777676213026,2014-09-11,2017-06-08,"['Wilson Jones Impact Binders'
 'Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting'
 '3M Polarizing Task Lamp with Clamp Arm, Light Gray'
 'Microsoft Natural Ergonomic Keyboard 4000'
 'Tenex Chairmat w/ Average Lip, 45"" x 53""']",['Norwich' 'Oxnard' 'Virginia Beach'],3.4
Logan Currie,19,2633.582,25.185510966393807,2014-09-09,2017-12-17,"['Eureka Sanitaire  Commercial Upright'
 'Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red'
 'Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled'
 'Xerox 1923' 'Fellowes Neat Ideas Storage Cubes' 'Xerox 1931'
 ""Electrix Architect's Clamp-On Swing Arm Lamp, Black""
 'Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges'
 'Xerox 210' 'Rosewill 107 Normal Keys USB Wired Standard Keyboard'
 'Master Caster Door Stop, Large Neon Orange'
 'Polycom SoundPoint IP 450 VoIP phone'
 'BIC Brite Liner Highlighters, Chisel Tip'
 'Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting'
 ""Global Value Mid-Back Manager's Chair, Gray""
 'Eldon Executive Woodline II Cherry Finish Desk Accessories'
 'WD My Passport Ultra 2TB Portable External Hard Drive'
 'Eldon 500 Class Desk Accessories']","['Dallas' 'San Francisco' 'Los Angeles' 'Springfield' 'Seattle'
 'Philadelphia' 'Cleveland' 'Houston' 'New York City']",3.736842105263158
Logan Haushalter,19,1739.6889999999999,45.063816305874404,2014-12-12,2016-12-10,"['Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black'
 'Motorola HK250 Universal Bluetooth Headset'
 'Imation\xa016GB Mini TravelDrive USB 2.0\xa0Flash Drive'
 'Fellowes Strictly Business Drawer File, Letter/Legal Size'
 'Boston Heavy-Duty Trimline Electric Pencil Sharpeners'
 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box'
 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite'
 'Logitech Trackman Marble Mouse'
 'Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter'
 'Eldon 200 Class Desk Accessories' 'Xerox 231'
 'Cameo Buff Policy Envelopes'
 'Eldon Image Series Desk Accessories, Burgundy'
 'Woodgrain Magazine Files by Perma' 'Longer-Life Soft White Bulbs'
 'XtraLife ClearVue Slant-D Ring Binder, White, 3""'
 'KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige'
 'Harbour Creations 67200 Series Stacking Chairs'
 'Strathmore #10 Envelopes, Ultimate White']","['San Francisco' 'Los Angeles' 'Dallas' 'Cincinnati' 'Jackson' 'Oakland'
 'San Jose']",3.1052631578947367
Lori Olson,9,644.35,21.965377508253173,2015-02-06,2017-12-28,"['Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive'
 'Recycled Interoffice Envelopes with String and Button Closure, 10 x 13'
 'Advantus Employee of the Month Certificate Frame, 11 x 13-1/2'
 'Computer Printout Index Tabs'
 'G.E. Longer-Life Indoor Recessed Floodlight Bulbs'
 'Padded Folding Chairs, Black, 4/Carton'
 '3M Hangers With Command Adhesive' 'Tennsco Industrial Shelving'
 'Xerox 1920']",['La Quinta' 'New York City' 'Concord' 'Peoria' 'Suffolk'],3.3333333333333335
Luke Foster,16,3930.509,6.555422071293027,2014-07-26,2017-12-08,"['Xerox 1974'
 'Premium Writing Pencils, Soft, #2 by Central Association for the Blind'
 'Staple envelope' ""Global Value Mid-Back Manager's Chair, Gray""
 'Fellowes Strictly Business Drawer File, Letter/Legal Size'
 '12-1/2 Diameter Round Wall Clock' 'Akro-Mils 12-Gallon Tote'
 'Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""'
 'Xerox 1968' 'Xerox 1912' 'GBC DocuBind P400 Electric Binding System'
 'DAX Clear Channel Poster Frame'
 'GBC Premium Transparent Covers with Diagonal Lined Pattern'
 'Microsoft Natural Keyboard Elite'
 'GBC Instant Index System for Binding Systems'
 'Acco 6 Outlet Guardian Standard Surge Suppressor']",['Miami' 'Newark' 'New York City' 'Houston' 'Inglewood' 'San Antonio'],2.375
Luke Schmidt,14,1010.2560000000001,32.66861805544374,2014-10-18,2017-09-25,"['Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4'
 'Avery Durable Binders' 'Fellowes Binding Cases'
 'Advantus Map Pennant Flags and Round Head Tacks'
 'Nu-Dell Float Frame 11 x 14 1/2'
 'DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7'
 'Iris Project Case'
 'Office Star Flex Back Scooter Chair with Aluminum Finish Frame'
 'Acco 3-Hole Punch' '3M Office Air Cleaner'
 'Wilson Jones Easy Flow II Sheet Lifters' 'Xerox 1970'
 'Fellowes Mighty 8 Compact Surge Protector'
 'SpineVue Locking Slant-D Ring Binders by Cardinal']",['Skokie' 'Philadelphia' 'Helena' 'Texarkana' 'Milwaukee' 'Fresno'],3.2857142857142856
Luke Weiss,15,5420.514,32.90297144791544,2014-09-12,2017-12-09,"['SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card'
 'Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color'
 'Avery Arch Ring Binders'
 'Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders'
 'Acco Hot Clips Clips to Go' 'Flat Face Poster Frame'
 'Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book'
 'AT&T SB67148 SynJ' 'Jabra Supreme Plus Driver Edition\xa0Headset'
 'Xerox 23' 'Eldon Base for stackable storage shelf, platinum'
 'Ibico EB-19 Dual Function Manual Binding System' 'Avery 519'
 'HON 5400 Series Task Chairs for Big and Tall' 'GBC Imprintable Covers']","['Pasadena' 'New York City' 'Chicago' 'Rochester' 'Fort Collins'
 'Grand Rapids']",3.6
Lycoris Saunders,6,368.88,54.74192993662687,2014-01-06,2015-11-14,"['Executive Impressions 13"" Chairman Wall Clock'
 'Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""'
 'Staple envelope' 'Xerox 188'
 'Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back'
 'Xerox 225']",['Dover' 'Grand Prairie' 'Los Angeles'],4.0
Lynn Smith,12,1008.136,59.758624071424656,2014-10-16,2017-11-26,"['Executive Impressions Supervisor Wall Clock'
 'SanDisk Cruzer 32 GB USB Flash Drive'
 'Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5'
 'ClearSounds CSC500 Amplified Spirit Phone Corded phone'
 'Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""'
 'Pressboard Data Binders by Wilson Jones'
 'Avery Address/Shipping Labels for Typewriters, 4"" x 2""'
 'Avery File Folder Labels'
 'Avery Non-Stick Heavy Duty View Round Locking Ring Binders'
 'Logitech\xa0Illuminated - Keyboard' 'Xerox 19'
 'Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page']","['Gladstone' 'Jacksonville' 'Utica' 'San Francisco' 'Houston'
 'Los Angeles']",1.3333333333333333
Magdelene Morse,6,1314.0230000000001,40.67819752189691,2014-05-28,2017-07-15,"['GBC Standard Plastic Binding Systems Combs'
 'Hon 2111 Invitation Series Straight Table'
 'Global Leather Executive Chair'
 'DAX Two-Tone Silver Metal Document Frame'
 'Green Canvas Binder for 8-1/2"" x 14"" Sheets'
 'Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting']",['Wilmington' 'New Rochelle' 'Seattle' 'Columbus'],4.833333333333333
Marc Crier,13,2725.982,30.81467000374195,2014-09-08,2017-10-15,"['Harbour Creations Steel Folding Chair'
 'Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray'
 'Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box'
 'Eldon Shelf Savers Cubes and Bins'
 'Anderson Hickey Conga Table Tops & Accessories' 'Prang Colored Pencils'
 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back'
 'Hunt PowerHouse Electric Pencil Sharpener, Blue'
 'Carina Double Wide Media Storage Towers in Natural & Black' 'Xerox 218'
 'Avery 478' 'Global Stack Chair with Arms, Black']",['Lafayette' 'Seattle' 'Memphis' 'New York City' 'Pasco' 'Camarillo'],3.923076923076923
Marc Harrigan,13,2394.025,24.28986997569306,2014-04-26,2017-09-02,"['Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order'
 'Nortel Meridian M5316 Digital phone'
 'Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets'
 'KI Adjustable-Height Table' 'Desktop 3-Pocket Hot File' 'Newell 347'
 'Avery 495' 'Xerox 1898' 'Astroparche Fine Business Paper' 'Newell 323'
 ""Acco Six-Outlet Power Strip, 4' Cord Length""
 'Luxo Professional Combination Clamp-On Lamps'
 'GBC Velobind Prepunched Cover Sets, Regency Series']",['Los Angeles' 'Philadelphia' 'Miami' 'Santa Fe'],3.3076923076923075
Maria Bertelson,19,1548.702,29.428971183161735,2014-08-08,2017-11-12,"['Southworth 25% Cotton Linen-Finish Paper & Envelopes'
 'Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear'
 'SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card' 'Avery 474'
 'Xerox 227' 'Howard Miller 11-1/2"" Diameter Brentwood Wall Clock'
 'Hon GuestStacker Chair'
 'Tenex Personal Project File with Scoop Front Design, Black'
 'Bulldog Vacuum Base Pencil Sharpener'
 'Hon Every-Day Chair Series Swivel Task Chairs'
 'Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black'
 'SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card' 'Staples'
 'Fellowes Superior 10 Outlet Split Surge Protector'
 'Accohide Poly Flexible Ring Binders' 'Tennsco Lockers, Sand'
 '#6 3/4 Gummed Flap White Envelopes'
 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White'
 'Newell 347']","['Akron' 'Glendale' 'Nashville' 'Citrus Heights' 'New York City'
 'League City' 'San Francisco' 'Cincinnati' 'Longview' 'Columbus']",3.1578947368421053
Maria Etezadi,22,10663.728,27.99645125608362,2014-01-06,2017-11-18,"['Ibico Plastic Spiral Binding Combs'
 'Iceberg OfficeWorks 42"" Round Tables'
 'Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags'
 'C-Line Magnetic Cubicle Keepers, Clear Polypropylene'
 'Computer Printout Paper with Letter-Trim Perforations'
 'Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black'
 'Jabra BIZ 2300 Duo QD Duo Corded\xa0Headset'
 'Anker Astro 15000mAh USB Portable Charger'
 'Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book'
 'GBC White Gloss Covers, Plain Front'
 'Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers'
 ""Global Deluxe High-Back Manager's Chair""
 'Ibico Hi-Tech Manual Binding System'
 'Rogers Handheld Barrel Pencil Sharpener' 'GE 30524EE4'
 'Wireless Extenders zBoost YX545 SOHO Signal Booster'
 'Alliance Super-Size Bands, Assorted Sizes'
 'Southworth 25% Cotton Granite Paper & Envelopes'
 'Global Leather & Oak Executive Chair, Burgundy'
 'Samsung Galaxy Mega 6.3'
 'Rosewill 107 Normal Keys USB Wired Standard Keyboard'
 'Bose SoundLink Bluetooth Speaker']","['Columbus' 'Houston' 'Saginaw' 'Chicago' 'Springfield' 'Dallas'
 'Henderson' 'Los Angeles' 'Santa Barbara']",4.409090909090909
Maria Zettner,6,593.606,38.08704495753619,2015-11-08,2017-11-30,"['Advantus Plastic Paper Clips'
 'Logitech G19 Programmable Gaming Keyboard'
 'Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606'
 'Contemporary Borderless Frame' 'Newell 310'
 'Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped']",['San Diego' 'Seattle' 'San Francisco' 'Phoenix'],3.1666666666666665
Maribeth Dona,17,3766.382,-1.9952093478992556,2014-11-05,2017-09-04,"['Strathmore #10 Envelopes, Ultimate White' 'Global Chrome Stack Chair'
 'DIXON Oriole Pencils' 'GBC Recycled VeloBinder Covers'
 'Wilson Jones Active Use Binders'
 'Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""'
 'Recycled Easel Ring Binders'
 'Pressboard Hanging Data Binders for Unburst Sheets'
 ""Global Push Button Manager's Chair, Indigo""
 'Bevis Traditional Conference Table Top, Plinth Base'
 'Tenex Antistatic Computer Chair Mats'
 'Wilson Jones Legal Size Ring Binders' 'Tennsco Double-Tier Lockers'
 'Sony 16GB Class 10 Micro SDHC R40 Memory Card'
 'Memorex Micro Travel Drive 32 GB'
 'Carina Mini System Audio Rack, Model AR050B' 'Acme Box Cutter Scissors']","['Fayetteville' 'Columbus' 'Akron' 'Lancaster' 'Dallas' 'Philadelphia'
 'Anaheim']",5.117647058823529
Maribeth Schnelling,24,7443.6900000000005,35.40151595674384,2014-09-09,2017-04-01,"['Alphabetical Labels for Top Tab Filing' 'Avery File Folder Labels'
 'Computer Printout Paper with Letter-Trim Perforations'
 'ClearSounds CSC500 Amplified Spirit Phone Corded phone'
 'Magna Visual Magnetic Picture Hangers' 'Avery 498'
 'Fellowes Binding Cases' 'Wausau Papers Astrobrights Colored Envelopes'
 'Global Armless Task Chair, Royal Blue'
 'Wilson SignalBoost 841262 DB PRO Amplifier Kit'
 'Belkin 8 Outlet Surge Protector' 'Portable Personal File Box'
 'X-Rack File for Hanging Folders' 'ACCOHIDE 3-Ring Binder, Blue, 1""'
 'Avery Non-Stick Binders' 'Performers Binder/Pad Holder, Black'
 'Eldon Wave Desk Accessories' 'Avanti 4.4 Cu. Ft. Refrigerator'
 'Companion Letter/Legal File, Black' 'AT&T 17929 Lendline Telephone'
 'DMI Eclipse Executive Suite Bookcases' 'Newell 31'
 'Belkin F9S820V06 8 Outlet Surge'
 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box']","['Detroit' 'Boca Raton' 'Phoenix' 'San Francisco' 'New York City' 'Wausau'
 'Carlsbad' 'Chicago' 'Rockville' 'Los Angeles']",4.541666666666667
Maribeth Yedwab,13,2254.285,16.103576327278592,2015-10-26,2017-12-01,"['Vinyl Sectional Post Binders' 'GBC Standard Therm-A-Bind Covers'
 'Global Troy Executive Leather Low-Back Tilter'
 'Storex Flexible Poly Binders with Double Pockets'
 'White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11'
 'Executive Impressions Supervisor Wall Clock' 'Avery 507'
 'Panasonic KX TS3282B Corded phone'
 'Logitech G13 Programmable Gameboard with LCD Display' 'Xerox 201'
 'Xerox 1909' 'Mead 1st Gear 2"" Zipper Binder, Asst. Colors'
 'Peel & Seel Recycled Catalog Envelopes, Brown']","['Parker' 'New York City' 'Rancho Cucamonga' 'Los Angeles' 'San Antonio'
 'Chicago' 'Memphis']",5.230769230769231
Marina Lichtenstein,20,2722.843,29.39259472667492,2014-02-14,2017-10-22,"['Sauder Inglewood Library Bookcases' 'VTech DS6151'
 'netTALK DUO VoIP Telephone Service' 'HP Standard 104 key PS/2 Keyboard'
 'Global High-Back Leather Tilter, Burgundy'
 'Flexible Leather- Look Classic Collection Ring Binder'
 'Master Big Foot Doorstop, Beige'
 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite'
 '#6 3/4 Gummed Flap White Envelopes'
 'Wilson Jones 1"" Hanging DublLock Ring Binders'
 'Advantus Motivational Note Cards'
 'Wilson Jones data.warehouse D-Ring Binders with DublLock'
 'Wilson Jones Custom Binder Spines & Labels'
 'NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router'
 'Eureka The Boss Cordless Rechargeable Stick Vac'
 'Southworth 25% Cotton Premium Laser Paper and Envelopes'
 'Maxell 4.7GB DVD-R' 'Logitech G600 MMO Gaming Mouse'
 'Belkin 8 Outlet Surge Protector'
 'Compact Automatic Electric Letter Opener']","['Los Angeles' 'San Diego' 'Lakewood' 'Philadelphia' 'Murfreesboro'
 'San Francisco' 'Bangor' 'Seattle']",5.1
